idproducto,titulo,descripcion,fecha_inicio,fecha_termino,precio,imagen,vendidos,tags,,,,
109,Lubricante Wet 4 en 1 ¡Elige el modelo!,<p>LUBRICANTE WET 4 IN 1 PASSION FRUIT 4.1 OZ</p><p>Prueba un nuevo sabor del sexo con este lubricante base agua con sabor a una mezcla de las frutas de la pasión uva cerezas piña durazno no contiene azúcar y lo puedes usar para un delicioso sexo oral y penetración además es térmico y lo puedes usar como aceite para masaje y aplicarlo en zonas erógenas de tu pareja</p><p>LUBRICANTE WET 4 IN 1 STRAWBERRY 4.1 OZ</p><p>Prueba un nuevo sabor del sexo con este lubricante base agua con sabor a fresa no contiene azúcar y lo puedes usar para un delicioso sexo oral y penetración además es térmico y lo puedes usar como aceite para masaje y aplicarlo en zonas erógenas de tu pareja</p><p>LUBRICANTE WET 4 IN 1 POPP N CHERRY 4.1 OZ</p><p>Siente como la pasión crece con este maravilloso lubricante base agua que además de tener un delicioso sabor Cereza con la fricción se calienta dando rienda suelta a las pasiones lo puedes utilizar como lubricante y para dar un deliciosa masaje corporal dejando un rico sabor en tu piel&nbsp,</p><p>LUBRICANTE WET 4 IN 1 TROPICAL FRUIT 4.1 OZ</p><p>Siente como la pasión crece con este maravilloso lubricante base agua que además de tener un delicioso sabor Frutas Tropicales con la fricción se calienta dando rienda suelta a las pasiones lo puedes utilizar como lubricante y para dar un deliciosa masaje corporal dejando un rico sabor en tu piel</p><p>LUBRICANTE WET 4 IN 1 WATERMELON BLAST 4.1 OZ</p><p>Siente como la pasión crece con este maravilloso lubricante base agua que además de tener un delicioso sabor Sandia con la fricción se calienta dando rienda suelta a las pasiones lo puedes utilizar como lubricante y para dar un deliciosa masaje corporal dejando un rico sabor en tu piel&nbsp,</p><p><br></p>,2016-10-05 00:00:00,2016-10-18 23:59:00,91952,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33489/c54a2047100861f9beaedb00d5454a39fcd43bf6.full.png,38,"Sexshop,lubricante",,
110,Dedal Colorpop Fing O naranja,"<p>El Colorpop Fing O pone el poder del placer en tus manos ¡Literal! Una bala compacta de 3 velocidades más una funda suave que se ajusta cómodamente alrededor de cualquier dedo. Perfecto para masaje dirigido o la estimulación directa, El Colorpop Fing O coincide con la estimulación de gran alcance con colores súper brillantes.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,24202,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33490/4fd2a583fb727f49198b63d063985d0785d82289.full.jpg,84,"Sexshop,Dedal,Vibrador",,,,
111,Ling O ¡La lengua vibrador!,"<p>El Ling O convierte tu lengua en un vibrador humano, un anillo de lengüeta vibrante de Screaming O. Añade un toque de cosquilleo al sexo oral con este mini vibrador seguro y cómodo con un potente motor de larga duración que estimula con facilidad.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,62366,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33491/84bc00aeedd4e36c1d2d56fc680047266c14e42e.full.jpg,49,"Sexshop,Vibrador",,,,
112,Lubricante Wet ¡Elige el modelo!,<p>LUBRICANTE WET ORIGINAL 3.5 OZ</p><p>La fórmula más vendida de Wet es un clásico. Este gel está formulado y probado de acuerdo a las normas de calidad más exigentes de la industria. WET Original contiene refrescante vitamina E y aloe vera. Es suave hecho a base de agua y no tiene ni olor ni color ni grasas. Tampoco mancha y es compatible con condones. WET Original humecta por más tiempo para dar una lubricación sedosa y prolongada. Wet Original es el favorito de aquellos que prefieren un lubricante más viscoso tipo gel.&nbsp,</p><p>LUBRICANTE WET LIGHT 3.5 OZ</p><p>Wet Light es una versión líquida de Wet Original menos espesa más ligera. También está hecho a base de agua, es suave y no tiene ni olor ni color, no mancha y dura largo tiempo. Es hecho con refrescante aloe vera pura y vitamina E. Es excelente para piel delicada. El lubricante personal Wet Ligero es un producto medicamente aprobado y es compatible con condones. Este líquido simula los fluidos naturales del cuerpo y es recomendado por médicos y organizaciones de salud. Por comodidad o placer usted puede contar con Wet Ligero.&nbsp,</p>,2016-10-05 00:00:00,2016-10-18 23:59:00,67226,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33492/b4ec6cb95b086e445f9ada3260ab46331311119b.full.png,79,"Sexshop,lubricante"
113,Kit Vibroman ¡Explorar nuevas aventuras!,"<p>El VibrOman es kit para las parejas que exploran la vibración en todas sus formas. Esta colección ofrece la estimulación de 3 puntos con tres mini vibraciones de gran alcance. El vibrador de lengua se extiende para encajar alrededor de su lengua para añadir un impulso vibratorio a cualquier sesión cunnilingus. El dedal vibrador hace que sea fácil la provocación manual, cosquillas y masajear cada zona erógena especialmente el clítoris para ayudar a los orgasmos. Y el anillo vibrador hace vibrar todo su conjunto gracias a su material elástico que se ajusta cómodamente alrededor de su pene y los testículos. Estimulando el clítoris con cada empuje. Los tres potentes vibradores están hechos con material de SEBS probado en laboratorio para una calidad y segura experiencia, completamente desechable y de bolsillo.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,6092,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33493/976891434d5a84a393a3882230bef0d8febc3af6.full.jpg,67,"Sexshop,Vibrador",,,,
114,Lubricante ó Desodorante ó Aceite para Masaje ¡Tú Eliges! ,<p><br></p>,2016-10-05 00:00:00,2016-10-18 23:59:00,35813,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33494/af48dd17cfb918a5fdcd9dfc60422e62c756b01a.full.png,60,"Sexshop,lubricante,desodorante ,aceite",,,,
115,Lubricante Jo Premium ¡Elige tu favorito!,<p><strong>LUBRICANTE JO PREMIUM 1 OZ.</strong></p><p></p><ul><li>Lubricante base silicón.</li><li>Sensación sedosa.</li><li>Puede usarse en la tina y la ducha.</li><li>Compatible con el látex.</li><li>Para penetración anal y vaginal.</li><li>1 oz. (30 ml)</li></ul><p><br></p><p></p>,2016-10-05 00:00:00,2016-10-18 23:59:00,10714,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33495/91f2327f249c831eed2ba1ac530ca52412624ff8.full.jpg,48,"Sexshop,Lubricante",,,,
116,Lubricante Jo Agape,<p>La nueva y mejorada fórmula de System JO® Agape está diseñado para las mujeres que desean un lubricante personal que refleja la lubricación natural. Esta hermosa fórmula a base de agua está libre de glicerina propilenglicol y parabenos, lo que lo convierte en una opción ideal para las personas con sensibilidad de la piel. Diseñado para hidratar la piel con suavidad y mejorar los momentos íntimos . Presentación de 60 ml.</p>,2016-10-05 00:00:00,2016-10-18 23:59:00,26346,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33496/9e31612983aca748809a5a738683da6014ced8a4.full.jpg,68,"Sexshop,Lubricante",,,
117,Gel Intensificador JO - Clitoral Serum ¡Elige el modelo!,<p>40359RB GEL INTENSIFICADOR JO 9 VOLT CLITORAL SERUM - 5 ML</p><p>Este estimulador creado por mujeres para mujeres eleva tus sensaciones para que llegues a orgasmos de alto voltaje. Sólo aplica unas gotas en tus partes íntimas y listo. Nivel de potencia 9V. No contiene parabenos ni L-Arginina.</p><br><p>40361RB GEL INTENSIFICADOR JO 12 VOLT CLITORAL SERUM - 5 ML</p><p>Este estimulador creado por mujeres para mujeres eleva tus sensaciones para que llegues a orgasmos de alto voltaje. Sólo aplica unas gotas en tus partes íntimas y listo. Nivel de potencia 12V. No contiene parabenos ni L-Arginina.</p><br>,2016-10-05 00:00:00,2016-10-18 23:59:00,74232,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33497/f3bbbed1780de60f27ee7c807042774cb8eb8897.full.png,60,"Sexshop,intensificador ",,,,
118,Estimulador de clítoris Womanizer ¡Maximiza el placer!,<p>El producto íntimo para la era moderna. Una nueva e increíble sensación de placer. Tecnología revolucionaria Preasure-Air Succión de aire y pulsación. Con la que es posible la estimulación sin contacto directo. La tecnología Pleasure-Air es chupar suavemente con su suave punta de silicona. Las ondas de presión son increíblemente eficaces para estimulación. 5 niveles ajustables de intensidad. Fácil limpieza del cabezal de estimulación de silicona. Desde la primera vez te ofrece sensaciones rápidas y con frecuencia múltiples. La sobre estimulación y el malestar son una cosa del pasado. Diseño alemán completamente recargable. Con batería de iones de litio con 4 horas de juego en una intensidad media. Carga tu Womanizer 6 horas por primera vez y posteriormente sólo 2 horas. Incluye cargador USB y estuche de viaje</p>,2016-10-05 00:00:00,2016-10-18 23:59:00,83395,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33498/3784fe01b7a5c8dd0f9fb4d6947e10862b27f245.full.jpg,31,"Erótica,Sex Shop,Estimulador",,,,
119,Lubricantes Wet Unicorn Spit 4.6 oz,<p>Wet Unicorn es el único lubricante con sabor a deliciosa Dona glaseada libre de azúcar. Cuando necesitas magia de proporciones míticas estamos seguros que Wet Unicorn Spit te ayudará a salvar el día. Lubricante base agua sin color compatible con látex libre de parabenos hipo alergénico y con certificación Kosher.</p>,2016-10-05 00:00:00,2016-10-18 23:59:00,16509,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33499/7704086203d2ad0556d234554e51a8263dff568a.full.png,64,"Erótica,Sex Shop,Lubricante",,,,
120,¡Estimulación sin igual! Anillo Vibrador OVO,"<p>Déjate invadir por el deseo, sorprende a tu pareja y permítanse llevar al paraíso del placer con este anillo vibrador OVO... ¡Elige tu favorito!<br></p>",2016-10-05 00:00:00,2016-10-18 23:59:00,88219,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33500/71767aa62389d5fa0fc37232a3c0831336a0fe31.full.jpg,43,"ANILLO ,VIBRADOR ,SEXSHOP ,ESTIMULACIÓN,ERÓTICA ",,,,
121,¡Estimulación sin igual! Anillo Vibrador OVO,"<p>Déjate invadir por el deseo, sorprende a tu pareja y permítanse llevar al paraíso del placer con este anillo vibrador OVO... ¡Elige tu favorito!<br>

</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,57675,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33501/0101894d25b54c84b2091eef778b83cea6710ea5.full.png,46,"ANILLO ,VIBRADOR ,SEXSHOP ",,,,
122,Gel Intensificador Sexual ¡Disfruta más la intimidad!,"<p>Intensifica tu intimidad y disfruta al máximo con tu pareja.</p><p><br>

INTENSIFICADOR LIQUID SEX TIGHTENING SPRAY 4 OZ:<br>

Siéntete como si fuera La Primera Vez. Spray extrechador que al aplicadorlo ayuda a hinchar el área placer virginal que volverán a sentir. Diseñado para piel delicada. Presentación en spray de 118 ml.<br></p><p>

INTENSIFICADOR LIQUID SEX CLIT SENSITIZER GRAPE 2 OZ:<br>

Sensaciones multiorgásmicas. Gel intesificador que adiciona un delicioso cosquilleo y una sensación térmica donde lo apliques. Ideal para clítoris pezones u otras áreas erógenas del cuerpo. De uso externo y con un delicioso sabor Uva. Presentación de tubo con 56 g.<br></p>",2016-10-05 00:00:00,2016-10-18 23:59:00,66940,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33502/01365af57ddd2ead40d03a377a32b9c28588de7c.full.png,87,,,,,
123,Vibrador OVO F11 ¡Placer que no se acaba!,"<p>¡Vibrarás de la emoción!<br>Vibrador de diseño alemán de 17.88 cm de longitud hecho de silicón color blanco con lila con estilo joven y minimalista. Cuenta con 5 diferentes programas de vibraciones silenciosas agarre suave y ""antiderrapante"". Es a prueba de agua y consume pocas baterías. Baterías no incluidas.<br></p>",2016-10-05 00:00:00,2016-10-18 23:59:00,42878,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33503/cacb26ad84fcaa2d343f06a040565ba5bfb02664.full.png,38,"vibrador ,sexshop",,,,
124,Vibrador OVO F2 o F5 ¡Más noches ardientes!,<p>¡Estimula tu sexualidad y siente el placer con este vibrador!<br></p>,2016-10-05 00:00:00,2016-10-18 23:59:00,72322,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33504/1675241ee508fe9dc9483067c9a433c045ae7056.full.png,40,"SEXSHOP,VIBRADOR,OVO",,,,
125,Wow Shock Waves MiniI Vibe ¡Placer sin límites!,<p>¡Una sábana que le dará una atmósfera sensual a tu habitación!<br>Mini Vibrador con pulsación en ondas. Cápsula pequeña y fuerte resistente al agua con 10 increíbles programas de vibración que cambian con sólo oprimir el botón ya sea en la bala o bien puedes manejar sus ritmos de vibración con el control remoto que tiene un alcance de 5 metros. Utiliza dos baterias AAA la bala y el control 1 pila 23A (incluida).<br></p>,2016-10-05 00:00:00,2016-10-18 23:59:00,88300,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33505/7db83392f356d4d55119305ae76b911a9ec26e55.full.jpg,18,"Sex Shop,Vibrador",,,,
126,Adaptador universal para laptop ,"<p><strong>POWERGEAR 65 INNERGIE ADAPTADOR UNIVERSAL PARA LAPTOP PANTALLA 11 A 15""</strong></p><p>Compatible con más de 16 marcas de portátiles. &nbsp;</p><p>6 Pins incluidos para múltiples marcas de ordenadores portátiles.</p><p>Power Protection ™ INNERSHIELD.&nbsp;</p><p>Tecnología integrada GreenSense ™.&nbsp;</p><p>Estabilidad de energía.&nbsp;</p><p>Output 19V.</p><p><strong>POWERGEAR 90 INNERGIE ADAPTADOR UNIVERSAL PARA LAPTOP PANTALLA 11 A 17""</strong></p><p>Compatible con más de 16 marcas de portátiles. &nbsp;</p><p>6 Pins incluidos para múltiples marcas de ordenadores portátiles.&nbsp;</p><p>Power Protection ™ INNERSHIELD.&nbsp;</p><p>Tecnología integrada GreenSense ™.&nbsp;</p><p>Estabilidad de energía.&nbsp;</p><p>Output 19.5V.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,31902,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33506/87bf01d34f149da51f448f0daff7bb552d94649f.full.jpg,86,"Adaptador,Laptop,Tecnología",,,,
127,Manguera Expandible ¡Espectacular promoción! 57%,"<p>Típico, te acercas al grifo para regar tus plantitas, conectas la manguera, abres la llave y, sorpresa, la manguera está rota, enrollada y tiene mil fugas. Con la manguera Expandible, nunca más tendrás que preocuparte por estas cosas tan frustrantes.&nbsp;</p>",2016-10-05 00:00:00,2016-10-23 23:59:00,51524,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33430/0f1d7609a8eea3256f2b0404de589e4ef181a950.full.jpg,84,"manguera,expandible",,,,
128,Body Massager Vibrador Estimulador 50%,"<p>Este poderoso vibrador, está elaborado en sus partes rígidas de plástico, pero su parte superior

 (cabeza) y su cuerpo flexible están elaborados en silicón, muy suave. El vibrador se conecta a la corriente eléctrica, cuenta con un motor poderoso y con un control de velocidad que te llevará de una vibración suave, a uno muy fuerte.&nbsp;</p>

El producto es muy famoso en películas eróticas, se utiliza como estimulador de clítoris aunque&nbsp;también se usa para masaje en todo el cuerpo. Mide 26 de largo en total y la cabeza mide 5 cm de&nbsp;diámetro. El cable mide 1 metro con 90 centímetros.",2016-10-05 00:00:00,2016-10-25 23:59:00,76931,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33446/90061c7bc82082ecf0fa5af442bd64aa41eb6b0f.full.png,25,"vibrador ,estimulador ",,,,
129,Dildo Estimulador de Próstata 36%,"<p>La próstata es una zona erógena poco explorada por el hombre, se puede estimular mediante el ano o mediante el perineo, el perineo se encentra entre la entrada del recto y el escroto y se estimula mediante masaje.

</p>

<p>Con este dildo puedes estimular dichas zonas de forma segura y cómoda, ya que es muy suave, tiene estimulador de perineo y sujetador para evitar que se pierda el control, o que viaje muy adentro.

</p><p><br></p>",2016-10-05 00:00:00,2016-10-25 23:59:00,98076,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33447/31bfc2947d8223481253b9ab10f7e16b2d8dad39.full.png,14,"estimulador ,dildo",,,,
130,Esposas de Silicona de Juego Multicolor  36%,"<p>¿Sueñas con esclavizar o ser esclavizado en el acto sexual? Convierte tus sueños en la realidad con estas esposas de silicón. Estas innovadoras esposas están hechos de una sola pieza de silicona sólida y estiran sobre su muñeca para no lastimar. Cada muñequera mide 6 centímetros de diámetro y se estira para usarse en las manos, no tiene llave así que es para jugar seguro mide en total 25 centímetros. Además, gracias a la silicona, son hipoalergénicos, ligeros e impermeables. Úsalas también en tu despedida de soltero o soltera.</p>",2016-10-05 00:00:00,2016-10-25 23:59:00,81163,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33448/323b674f927765648617e886098af1a5bad95638.full.png,56,,,,,
131,Estimulador de clítoris y vaginal ¡Placer al máximo!,"<p>Está fabricado en plástico ABS higiénico libre de ""ftalatos"", con un recubrimiento increíblemente aterciopelado en la parte superior, la sensación al tacto es sedosa y absolutamente irresistible. 



</p><p>También puedes jugar en la ducha o tina ya que el vibrador es resistente al agua. El vibrador cuentas con dos teclas uno para la velocidad de las vibración y el otro para Encender/ Apagar.

 



<br></p>",2016-10-05 00:00:00,2016-10-25 23:59:00,44511,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33449/97f3270d8fa6736e850de7d3592db6b28435e95c.full.jpg,38,"Sex Shop,Estimulador",,,,
132,Doble bala vibrador ¡Doble placer!,"<p>Bala con vibración, tiene control de velocidad y vibración en cada una de las balas. 



</p><p>Múltiples funciones:</p><p>

1.- Insertar en la vagina mientras estimulas clítoris. 

</p><p>2.- Doble estimulación vaginal. 

</p><p>3.- Insertar en vagina y ano simultáneamente. 

</p><p>4.- Insertar en ano y estimulación de vagina. 

</p><p>5.- Insertar ambos en vagina o ano. 



</p>",2016-10-05 00:00:00,2016-10-25 23:59:00,70338,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33450/fc6bdf8f217237f598610a7ce9b6e1321214549e.full.jpg,27,"Bala,Vibrador,Sex shop",,,,
133,Vibrador con Pistón 37%,"<p>VIBRADOR CON PISTÓN SUBE Y BAJA ANAL Y VAGINA.</p><p>Dildo que permite penetración vaginal y Anal simultánea, cada dildo tiene su propio motor y su

 control de velocidad, además el producto es resistente al agua por lo que podrás utilizarlo en la

 ducha o la tina, es suave, flexible y muy fácil de lavar ya que con jabón o shampoo y agua quedará

 listo para la siguiente aventura. Está elaborado con un material libre de latex.&nbsp;</p>

<p>La parte diseñada para penetración vaginal, tiene forma de pene y cuenta con un sistema de

 pistón que sube y baja, te permitirá reproducir un movimiento sexual. La parte diseñada para

 penetración anal, tiene forma de bolitas iniciando con la mas delgada y haciéndose más gruesa lo

 que permite una penetración sin dolor y muy placentera, ésta parte no tiene movimiento de

 pistón pero tiene vibración.</p>",2016-10-05 00:00:00,2016-10-25 23:59:00,35910,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33451/d77c2a136a2aeddbbe35dea7b774bab7f0d4ae35.full.png,79,vibrador ,,,,
134,Estimulador de Próstata y punto P Suave y Flexible,"<p>Uno de los puntos de placer más importantes para los hombres se encuentra en la próstata , el Punto P, &nbsp;es un lugar casi tan mítico como el

 punto G femenino, al estimularse de forma adecuada provoca que el hombre alcance el máximo placer. Este dildo es especial para ello.&nbsp;</p>

&nbsp;



<p>Elaborado con un material muy suave y muy flexible, te dará máxima sensación, su forma, te permitirá alcanzar el máximo placer anal, el

 estimulador te permite acariciar el punto P desde el exterior. Puedes usarlo en la tina o la ducha pues es resistente al agua.&nbsp;</p>Si quieres compartir, tu pareja también podrá utilizarlo, ya &nbsp;que es un excelente estimulador anal.&nbsp;<br>",2016-10-05 00:00:00,2016-10-25 23:59:00,99345,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33453/e6c4ac60a0a8bffb8087cabb04efbf018d16ad3d.full.png,58,"estimulador ,próstata ",,,,
135,Vibrador de Cerámica Ceramix con Multivelocidad,"<p>Cuando usted está buscando una alternativa ecológica al plástico, caucho, o juguetes sexuales de

 silicona, nuestra increíble colección Ceramix® va a cambiar su percepción del placer! Sólo un toque &nbsp;de este material de cerámica de lujo le dejará sin aliento. Hecho de materiales naturales y&nbsp;</p><p>reciclables, estos masajeadores hechos a mano orgánicos son muy seguros, hipoalergénicos y no&nbsp;poroso. Nunca has experimentado el placer como esto antes!&nbsp;</p><p>Cada obra de arte Ceramix® es una obra de arte funcional inspirado en los contornos de su cuerpo&nbsp;y exquisitamente esculpidas para excitar. Las superficies lisas y las texturas están diseñadas para&nbsp;estimular cada curva y contorno de su cuerpo, mientras que el motor silencioso ofrece increíbles&nbsp;vibraciones que le transportará.</p>",2016-10-05 00:00:00,2016-10-25 23:59:00,94469,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33454/bf1a07457ead06bd36f471b8bdf541fc22737eda.full.png,95,"vibrador ,sexshop",,,,
136,Dildo Anal de Acero Inoxidable 43%,"<p>Los consoladores destinados únicamente al placer anal se diferencian de los habituales por sus formas. En general son un poco más delgados en la punta para permitir que la penetración sea placentera e indolora, son perfectos para cualquiera que guste de este tipo de penetración, por lo que puede ser utilizado por hombres o por mujeres.</p>",2016-10-05 00:00:00,2016-10-25 23:59:00,95890,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33455/7828947003c90159d6cec21cbb5589a56774cfb9.full.png,91,dildo anal,,,,
137,Tarjetero en Forma de Maletín Plateado 30%,"<p>Tarjetero de aluminio, plateado, muy elegante.&nbsp;</p><p>Cuenta con una ranura para tarjeta y queda espacio, caben aproximadamente 8 tarjetas. Tiene dos clips (uno de cada lado) para cerrarse.&nbsp;</p>",2016-10-05 00:00:00,2016-10-25 23:59:00,71777,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33456/d76b5ee40935e3ba9dd0aecd67e3672346adc29c.full.png,77,"tarjetero,maletín",,,,
138,Dildo Anal de Acero Inoxidable Cola de Conejo ,"<p>Un butt plug o tapón anal es un juguete sexual que ha sido diseñado para ser insertado en el recto

 para obtener placer sexual son cortos, inician en punta y tienen el final acampanado o ensanchado

 para evitar se pierdan en el recto.</p>",2016-10-05 00:00:00,2016-10-25 23:59:00,75861,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33457/922ef3a46ca018b35695436cf6a93e4111118bdc.full.png,41,dildo anal,,,,
139,Vibrador Anal con Textura Flexible ¡10 Tipos de Vibración!,"<p><br></p><p>Anal Butt Plug es un juguete anal que puede usarse en ambos sexos, su forma que inicia en punta y poco a poco se hace más grueso,&nbsp;Mide&nbsp;12 cm de largo en total,&nbsp;3.2&nbsp;cm en su parte más ancha y&nbsp;.5 cm en su parte más delgada.&nbsp;</p>

<p>Elaborado en&nbsp;TPR, un material suave y flexible. Utiliza dos baterías&nbsp;AAA (no 

incluidas), su motor, tiene diez tipos diferentes de pulsación para elegir la más placentera.</p><p></p>",2016-10-05 00:00:00,2016-10-25 23:59:00,85456,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33458/6485e832287a1f18985b34aa2bab8b9b2d505c5d.full.png,98,"vibrador anal,textura",,,,
140,Dildo Anal de Acero Inoxidable Cola de Conejo ,"<p>Un butt plug o tapón anal es un juguete sexual que ha sido diseñado para ser insertado en el recto

 para obtener placer sexual son cortos, inician en punta y tienen el final acampanado o ensanchado

 para evitar se pierdan en el recto.</p><p></p>",2016-10-05 00:00:00,2016-10-25 23:59:00,41006,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33459/922ef3a46ca018b35695436cf6a93e4111118bdc.full.png,94,dildo anal,,,,
141,Outlet Quiero Viajar ¡Grandes Descuentos de hasta el -50%!,"<p>Aprovecha esta fantastica promoción y no te quedes sin viajar en este año, con estos descuentos de hasta el -50% armando tu paquete a la medida.</p>",2016-10-05 00:00:00,2016-10-26 23:59:00,60101,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/28398/cf4960460df63a5c6324575cc66887493a2cb94b.full.png,7,"vuelo,interjet,",,,,
142,Outlet Quiero Viajar ¡Grandes Descuentos de hasta el -50%!,"<p>Aprovecha esta fantastica promoción y no te quedes sin viajar en este año, con estos descuentos de hasta el -50% armando tu paquete a la medida.</p>",2016-10-05 00:00:00,2016-10-26 23:59:00,62961,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33533/cf4960460df63a5c6324575cc66887493a2cb94b.full.png,84,"vuelo,interjet,,outlet,paquetes,viajes",,,,
143,Sesión fotográfica ¡Halloween y Día de Muertos!,"Celebra Halloween y Día de Muertos con una increíble sesión fotográfica, espanta a todos y deja que los recuerdos perduren.<br><p>Rodrigo Ascencio, fotógrafo profesional te ayudará a guardar sonrisas, emociones, momentos únicos, momentos que no regresan, pero que SIEMPRE tendrás presente en TUS FOTOS.<br></p>",2016-10-05 00:00:00,2016-11-07 23:59:00,40454,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33509/8bf062b408fcffb13cfe2f4f503abdd7481ee837.full.jpg,34,"Fotografía,Sesión,,Fotografo Profesional,Halloween",,,,
144,Combo Botox + Plasma Gel,¡Rejuvenece rápidamente y recupera esos años! Tu rostro lucirá como hace años y dile adiós a las arrugas.,2016-10-05 00:00:00,2016-11-16 23:59:00,62071,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33438/2ca66bd22e9c8aa45aef5b1ec046bafc3606c6d2.full.png,97,"Botox,Plasma,Relleno,Facial,Cara,Surcos,Nasogeneanos",,,,
145,ADIÓS Chaparreras y Celulitis ,Olvídate de la piel de naranja y Elimina esas Chaparreras que te hacen ver con unas caderas grandes. Luce esos pantalones que siempre haz soñado&nbsp,,2016-10-05 00:00:00,2016-11-16 23:59:00,10350,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33443/8a08b46e2a71b584ff2a409d88706f9500e2e58b.full.png,36,"Celulitis,Chaparreras,Cavitacion,Drenaje,Cuerpo ,Adelgaza",,,
